Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
"Henry Jamison ""Jam"" Handy",United States,USA,Summer,1904,St. Louis,Swimming,440 yard breaststroke,Bronze,Men
"Richard Dennis ""Dick"" Hanley",United States,USA,Summer,1956,Melbourne,Swimming,4x200m freestyle relay,Silver,Men
"Thomas G. ""Tommy"" Hannan",United States,USA,Summer,2000,Sydney,Swimming,4x100m medley relay,Gold,Men
Brendan Joseph Hansen,United States,USA,Summer,2004,Athina,Swimming,100m breaststroke,Silver,Men
Brendan Joseph Hansen,United States,USA,Summer,2004,Athina,Swimming,200m breaststroke,Bronze,Men
Brendan Joseph Hansen,United States,USA,Summer,2004,Athina,Swimming,4x100m medley relay,Gold,Men
Brendan Joseph Hansen,United States,USA,Summer,2008,Beijing,Swimming,4x100m medley relay,Gold,Men
Brendan Joseph Hansen,United States,USA,Summer,2012,London,Swimming,100m breaststroke,Bronze,Men
Brendan Joseph Hansen,United States,USA,Summer,2012,London,Swimming,4x100m medley relay,Gold,Men
Brooke Louise Hanson (-Clarke),Australia,AUS,Summer,2004,Athina,Swimming,100m breaststroke,Silver,Women
Brooke Louise Hanson (-Clarke),Australia,AUS,Summer,2004,Athina,Swimming,4x100m medley relay,Gold,Women
Pontus Hanson,Sweden,SWE,Summer,1908,London,Swimming,200m breaststroke,Bronze,Men
Hao Yun,China,CHN,Summer,2012,London,Swimming,4x200m freestyle relay,Bronze,Men
Ursula Happe (Krey-),Germany,GER,Summer,1956,Melbourne,Swimming,200m breaststroke,Gold,Women
Sarah Lucy Hardcastle (-Thomas),Great Britain,GBR,Summer,1984,Los Angeles,Swimming,400m freestyle,Silver,Women
Sarah Lucy Hardcastle (-Thomas),Great Britain,GBR,Summer,1984,Los Angeles,Swimming,800m freestyle,Bronze,Women
Phyllis May Harding (-Turner),Great Britain,GBR,Summer,1924,Paris,Swimming,100m backstroke,Silver,Women
Harold Hampton Hardwick,Australasia,ANZ,Summer,1912,Stockholm,Swimming,400m freestyle,Bronze,Men
Harold Hampton Hardwick,Australasia,ANZ,Summer,1912,Stockholm,Swimming,1500m freestyle,Bronze,Men
Harold Hampton Hardwick,Australasia,ANZ,Summer,1912,Stockholm,Swimming,4x200m freestyle relay,Gold,Men
Jessica Adele Hardy (-Meichtry),United States,USA,Summer,2012,London,Swimming,4x100m freestyle relay,Bronze,Women
Jessica Adele Hardy (-Meichtry),United States,USA,Summer,2012,London,Swimming,4x100m medley relay,Gold,Women
"Herbert Nickall ""Bert"" Haresnape",Great Britain,GBR,Summer,1908,London,Swimming,100m backstroke,Bronze,Men
John Lawson Hargis,United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Men
Andrs Hargitay,Hungary,HUN,Summer,1972,Munich,Swimming,400m individual medley,Bronze,Men
Nina Adams Harmer (-Thompson),United States,USA,Summer,1964,Tokyo,Swimming,4x100m medley relay,Gold,Women
"Daniel Lee ""Dan"" Harrigan",United States,USA,Summer,1976,Montreal,Swimming,200m backstroke,Bronze,Men
"William White ""Bill"" Harris, Jr.",United States,USA,Summer,1920,Antwerpen,Swimming,100m freestyle,Bronze,Men
George Prifold Harrison,United States,USA,Summer,1960,Roma,Swimming,4x200m freestyle relay,Gold,Men
Joan Cynthia Harrison (-Breetzke),South Africa,RSA,Summer,1952,Helsinki,Swimming,100m backstroke,Gold,Women
Regan Dean Harrison,Australia,AUS,Summer,2000,Sydney,Swimming,4x100m medley relay,Silver,Men
Sara Harstick,Germany,GER,Summer,2000,Sydney,Swimming,4x200m freestyle relay,Bronze,Women
Sara Harstick,Germany,GER,Summer,2004,Athina,Swimming,4x200m freestyle relay,Bronze,Women
Wilfried Hartung,East Germany,GDR,Summer,1972,Munich,Swimming,4x100m freestyle relay,Bronze,Men
Karen Margrethe Harup (-Petersen),Denmark,DEN,Summer,1948,London,Swimming,400m freestyle,Silver,Women
Karen Margrethe Harup (-Petersen),Denmark,DEN,Summer,1948,London,Swimming,4x100m freestyle relay,Silver,Women
Karen Margrethe Harup (-Petersen),Denmark,DEN,Summer,1948,London,Swimming,100m backstroke,Gold,Women
Dagmar Hase,Germany,GER,Summer,1992,Barcelona,Swimming,400m freestyle,Gold,Women
Dagmar Hase,Germany,GER,Summer,1992,Barcelona,Swimming,200m backstroke,Silver,Women
Dagmar Hase,Germany,GER,Summer,1992,Barcelona,Swimming,4x100m medley relay,Silver,Women
Dagmar Hase,Germany,GER,Summer,1996,Atlanta,Swimming,200m freestyle,Bronze,Women
Dagmar Hase,Germany,GER,Summer,1996,Atlanta,Swimming,400m freestyle,Silver,Women
Dagmar Hase,Germany,GER,Summer,1996,Atlanta,Swimming,800m freestyle,Silver,Women
Dagmar Hase,Germany,GER,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Silver,Women
Shiro Hashizume,Japan,JPN,Summer,1952,Helsinki,Swimming,1500m freestyle,Silver,Men
Ute Hasse,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Silver,Women
"John Gatenby ""Jack"" Hatfield",Great Britain,GBR,Summer,1912,Stockholm,Swimming,400m freestyle,Silver,Men
"John Gatenby ""Jack"" Hatfield",Great Britain,GBR,Summer,1912,Stockholm,Swimming,1500m freestyle,Silver,Men
"John Gatenby ""Jack"" Hatfield",Great Britain,GBR,Summer,1912,Stockholm,Swimming,4x200m freestyle relay,Bronze,Men
Harry Maitland Hay,Australia,AUS,Summer,1920,Antwerpen,Swimming,4x200m freestyle relay,Silver,Men
Brent Matthew Hayden,Canada,CAN,Summer,2012,London,Swimming,100m freestyle,Bronze,Men
Lawrence Bruce Hayes,United States,USA,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Gold,Men
Neville Ronald Hayes,Australia,AUS,Summer,1960,Roma,Swimming,200m butterfly,Silver,Men
Neville Ronald Hayes,Australia,AUS,Summer,1960,Roma,Swimming,4x100m medley relay,Silver,Men
Cecil Patrick Healy,Australia,AUS,Summer,1906,Athina,Swimming,100m freestyle,Bronze,Men
Cecil Patrick Healy,Australasia,ANZ,Summer,1912,Stockholm,Swimming,100m freestyle,Silver,Men
Cecil Patrick Healy,Australasia,ANZ,Summer,1912,Stockholm,Swimming,4x200m freestyle relay,Gold,Men
"Michael Steward ""Mike"" Heath",United States,USA,Summer,1984,Los Angeles,Swimming,200m freestyle,Silver,Men
"Michael Steward ""Mike"" Heath",United States,USA,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Gold,Men
"Michael Steward ""Mike"" Heath",United States,USA,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Gold,Men
"Michael Steward ""Mike"" Heath",United States,USA,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Gold,Men
Harry Joseph Hebner,United States,USA,Summer,1908,London,Swimming,4x200m freestyle relay,Bronze,Men
Harry Joseph Hebner,United States,USA,Summer,1912,Stockholm,Swimming,4x200m freestyle relay,Silver,Men
Harry Joseph Hebner,United States,USA,Summer,1912,Stockholm,Swimming,100m backstroke,Gold,Men
Whitney Lynn Hedgepeth (-Luther),United States,USA,Summer,1996,Atlanta,Swimming,100m backstroke,Silver,Women
Whitney Lynn Hedgepeth (-Luther),United States,USA,Summer,1996,Atlanta,Swimming,200m backstroke,Silver,Women
Whitney Lynn Hedgepeth (-Luther),United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Women
"Frederike Johanna Maria ""Femke"" Heemskerk",Netherlands,NED,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Gold,Women
"Frederike Johanna Maria ""Femke"" Heemskerk",Netherlands,NED,Summer,2012,London,Swimming,4x100m freestyle relay,Silver,Women
Marianne Yvonne Heemskerk (-Oudkerk-),Netherlands,NED,Summer,1960,Roma,Swimming,100m butterfly,Silver,Women
"Jerme Alan ""Jerry"" Heidenreich",United States,USA,Summer,1972,Munich,Swimming,100m freestyle,Silver,Men
"Jerme Alan ""Jerry"" Heidenreich",United States,USA,Summer,1972,Munich,Swimming,4x100m freestyle relay,Gold,Men
"Jerme Alan ""Jerry"" Heidenreich",United States,USA,Summer,1972,Munich,Swimming,100m butterfly,Bronze,Men
"Jerme Alan ""Jerry"" Heidenreich",United States,USA,Summer,1972,Munich,Swimming,4x100m medley relay,Gold,Men
Irma Heijting-Schuhmacher,Netherlands,NED,Summer,1948,London,Swimming,4x100m freestyle relay,Bronze,Women
Irma Heijting-Schuhmacher,Netherlands,NED,Summer,1952,Helsinki,Swimming,4x100m freestyle relay,Silver,Women
Aimo-Rhys Heilmann,Germany,GER,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Bronze,Men
Ryan Held,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Gold,Men
Brenda Mersereau Helser (-de Morelos),United States,USA,Summer,1948,London,Swimming,4x100m freestyle relay,Gold,Women
Claudia Hempel (-Thamke),East Germany,GDR,Summer,1976,Montreal,Swimming,4x100m freestyle relay,Silver,Women
John Frederick Hencken,United States,USA,Summer,1972,Munich,Swimming,100m breaststroke,Bronze,Men
John Frederick Hencken,United States,USA,Summer,1972,Munich,Swimming,200m breaststroke,Gold,Men
John Frederick Hencken,United States,USA,Summer,1972,Munich,Swimming,4x100m medley relay,Gold,Men
John Frederick Hencken,United States,USA,Summer,1976,Montreal,Swimming,100m breaststroke,Gold,Men
John Frederick Hencken,United States,USA,Summer,1976,Montreal,Swimming,200m breaststroke,Silver,Men
John Frederick Hencken,United States,USA,Summer,1976,Montreal,Swimming,4x100m medley relay,Gold,Men
Mark Andrew Henderson,United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Men
Jana Henke,Germany,GER,Summer,1992,Barcelona,Swimming,800m freestyle,Bronze,Women
Rainer Henkel,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Silver,Men
Rainer Henkel,West Germany,FRG,Summer,1988,Seoul,Swimming,4x200m freestyle relay,Bronze,Men
Jan Margo Henne (-Hawkins),United States,USA,Summer,1968,Mexico City,Swimming,100m freestyle,Gold,Women
Jan Margo Henne (-Hawkins),United States,USA,Summer,1968,Mexico City,Swimming,200m freestyle,Silver,Women
Jan Margo Henne (-Hawkins),United States,USA,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Gold,Women
Jan Margo Henne (-Hawkins),United States,USA,Summer,1968,Mexico City,Swimming,200m individual medley,Bronze,Women
Jan Margo Henne (-Hawkins),United States,USA,Summer,1968,Mexico City,Swimming,4x100m medley relay,Gold,Women
Thamar Nanette Henneken,Netherlands,NED,Summer,2000,Sydney,Swimming,4x100m freestyle relay,Silver,Women
"Cameron John ""Cam"" Henning",Canada,CAN,Summer,1984,Los Angeles,Swimming,200m backstroke,Bronze,Men
Thor Bernhard Henning,Sweden,SWE,Summer,1912,Stockholm,Swimming,400m breaststroke,Silver,Men
Thor Bernhard Henning,Sweden,SWE,Summer,1920,Antwerpen,Swimming,200m breaststroke,Silver,Men
Thor Bernhard Henning,Sweden,SWE,Summer,1920,Antwerpen,Swimming,400m breaststroke,Silver,Men
Thor Bernhard Henning,Sweden,SWE,Summer,1924,Paris,Swimming,4x200m freestyle relay,Bronze,Men
Egon Henninger,Germany,GER,Summer,1964,Tokyo,Swimming,4x100m medley relay,Silver,Men
Egon Henninger,East Germany,GDR,Summer,1968,Mexico City,Swimming,4x100m medley relay,Silver,Men
"John Malcolm ""Jon"" Henricks",Australia,AUS,Summer,1956,Melbourne,Swimming,100m freestyle,Gold,Men
"John Malcolm ""Jon"" Henricks",Australia,AUS,Summer,1956,Melbourne,Swimming,4x200m freestyle relay,Gold,Men
George Ernest Morrison Henry,Australia,AUS,Summer,1924,Paris,Swimming,4x200m freestyle relay,Silver,Men
Jodie Clare Henry,Australia,AUS,Summer,2004,Athina,Swimming,100m freestyle,Gold,Women
Jodie Clare Henry,Australia,AUS,Summer,2004,Athina,Swimming,4x100m freestyle relay,Gold,Women
Jodie Clare Henry,Australia,AUS,Summer,2004,Athina,Swimming,4x100m medley relay,Gold,Women
William Henry,Great Britain,GBR,Summer,1906,Athina,Swimming,4 x 250m freestyle relay,Bronze,Men
"William Sharp Hannah ""Billy"" Herald",Australia,AUS,Summer,1920,Antwerpen,Swimming,4x200m freestyle relay,Silver,Men
Christine Herbst (-Paulick),East Germany,GDR,Summer,1972,Munich,Swimming,4x100m medley relay,Silver,Women
Otto Herschmann,Austria,AUT,Summer,1896,Athina,Swimming,100m freestyle,Silver,Men
Gerhard Hetz,Germany,GER,Summer,1964,Tokyo,Swimming,4x200m freestyle relay,Silver,Men
Gerhard Hetz,Germany,GER,Summer,1964,Tokyo,Swimming,400m individual medley,Bronze,Men
"Penelope ""Penny"" Heyns",South Africa,RSA,Summer,1996,Atlanta,Swimming,100m breaststroke,Gold,Women
"Penelope ""Penny"" Heyns",South Africa,RSA,Summer,1996,Atlanta,Swimming,200m breaststroke,Gold,Women
"Penelope ""Penny"" Heyns",South Africa,RSA,Summer,2000,Sydney,Swimming,100m breaststroke,Bronze,Women
"Charles Buchanan ""Charlie"" Hickcox",United States,USA,Summer,1968,Mexico City,Swimming,100m backstroke,Silver,Men
"Charles Buchanan ""Charlie"" Hickcox",United States,USA,Summer,1968,Mexico City,Swimming,200m individual medley,Gold,Men
"Charles Buchanan ""Charlie"" Hickcox",United States,USA,Summer,1968,Mexico City,Swimming,400m individual medley,Gold,Men
"Charles Buchanan ""Charlie"" Hickcox",United States,USA,Summer,1968,Mexico City,Swimming,4x100m medley relay,Gold,Men
Allison Ann Higson (-Cavanaugh),Canada,CAN,Summer,1988,Seoul,Swimming,4x100m medley relay,Bronze,Women
Lars Hinneburg,East Germany,GDR,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Bronze,Men
Lars Hinneburg,East Germany,GDR,Summer,1988,Seoul,Swimming,4x200m freestyle relay,Silver,Men
Koichi Hirakida,Japan,JPN,Summer,1960,Roma,Swimming,4x100m medley relay,Bronze,Men
Maurice Louis Hochepied,Tritons Lillois,FRA,Summer,1900,Paris,Swimming,200m team,Silver,Men
Victor Fernand Hochepied,Tritons Lillois,FRA,Summer,1900,Paris,Swimming,200m team,Silver,Men
Erik Hochstein,West Germany,FRG,Summer,1988,Seoul,Swimming,4x200m freestyle relay,Bronze,Men
George Ritchie Hodgson,Canada,CAN,Summer,1912,Stockholm,Swimming,400m freestyle,Gold,Men
George Ritchie Hodgson,Canada,CAN,Summer,1912,Stockholm,Swimming,1500m freestyle,Gold,Men
Margaret Josephine Hoelzer,United States,USA,Summer,2008,Beijing,Swimming,100m backstroke,Bronze,Women
Margaret Josephine Hoelzer,United States,USA,Summer,2008,Beijing,Swimming,200m backstroke,Silver,Women
Margaret Josephine Hoelzer,United States,USA,Summer,2008,Beijing,Swimming,4x100m medley relay,Silver,Women
"Kathryn Elise ""Katie"" Hoff (-Anderson)",United States,USA,Summer,2008,Beijing,Swimming,400m freestyle,Silver,Women
"Kathryn Elise ""Katie"" Hoff (-Anderson)",United States,USA,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Bronze,Women
"Kathryn Elise ""Katie"" Hoff (-Anderson)",United States,USA,Summer,2008,Beijing,Swimming,400m individual medley,Bronze,Women
Georg Hoffmann,Germany,GER,Summer,1904,St. Louis,Swimming,100 yard backstroke,Silver,Men
Jrg Hoffmann,Germany,GER,Summer,1992,Barcelona,Swimming,1500m freestyle,Bronze,Men
Nancy Lynn Hogshead (-Makar),United States,USA,Summer,1984,Los Angeles,Swimming,100m freestyle,Gold,Women
Nancy Lynn Hogshead (-Makar),United States,USA,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Gold,Women
Nancy Lynn Hogshead (-Makar),United States,USA,Summer,1984,Los Angeles,Swimming,200m individual medley,Silver,Women
Nancy Lynn Hogshead (-Makar),United States,USA,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Gold,Women
"Stephen Roy ""Steve"" Holland",Australia,AUS,Summer,1976,Montreal,Swimming,1500m freestyle,Bronze,Men
"Eleanor G. Holm (-Jarret, -Rose, -Walker, -Whalen)",United States,USA,Summer,1932,Los Angeles,Swimming,100m backstroke,Gold,Women
"Frederick ""Fred"" Holman",Great Britain,GBR,Summer,1908,London,Swimming,200m breaststroke,Gold,Men
Anders Sren Holmertz (Johansson-),Sweden,SWE,Summer,1988,Seoul,Swimming,200m freestyle,Silver,Men
Anders Sren Holmertz (Johansson-),Sweden,SWE,Summer,1992,Barcelona,Swimming,200m freestyle,Silver,Men
Anders Sren Holmertz (Johansson-),Sweden,SWE,Summer,1992,Barcelona,Swimming,400m freestyle,Bronze,Men
Anders Sren Holmertz (Johansson-),Sweden,SWE,Summer,1992,Barcelona,Swimming,4x200m freestyle relay,Silver,Men
Anders Sren Holmertz (Johansson-),Sweden,SWE,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Silver,Men
Per Anders Gustaf Holmertz,Sweden,SWE,Summer,1980,Moskva,Swimming,100m freestyle,Silver,Men
"Michael ""Mike"" Holthaus",West Germany,FRG,Summer,1968,Mexico City,Swimming,400m individual medley,Bronze,Men
Jennifer Leigh Hooker (-Brinegar),United States,USA,Summer,1976,Montreal,Swimming,4x100m freestyle relay,Gold,Women
Ernst Heinrich Hoppenberg,Germany,GER,Summer,1900,Paris,Swimming,200m backstroke,Gold,Men
Ernst Heinrich Hoppenberg,Deutscher Schwimm Verband Berlin,GER,Summer,1900,Paris,Swimming,200m team,Gold,Men
Silke Hrner (-Schuck),East Germany,GDR,Summer,1988,Seoul,Swimming,100m breaststroke,Bronze,Women
Silke Hrner (-Schuck),East Germany,GDR,Summer,1988,Seoul,Swimming,200m breaststroke,Gold,Women
Silke Hrner (-Schuck),East Germany,GDR,Summer,1988,Seoul,Swimming,4x100m medley relay,Gold,Women
Jack S. Horsley,United States,USA,Summer,1968,Mexico City,Swimming,200m backstroke,Bronze,Men
"Mackenzie ""Mack"" Horton",Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,400m freestyle,Gold,Men
Natsumi Hoshi,Japan,JPN,Summer,2012,London,Swimming,200m butterfly,Bronze,Women
Natsumi Hoshi,Japan,JPN,Summer,2016,Rio de Janeiro,Swimming,200m butterfly,Bronze,Women
Katinka Hossz,Hungary,HUN,Summer,2016,Rio de Janeiro,Swimming,100m backstroke,Gold,Women
Katinka Hossz,Hungary,HUN,Summer,2016,Rio de Janeiro,Swimming,200m backstroke,Silver,Women
Katinka Hossz,Hungary,HUN,Summer,2016,Rio de Janeiro,Swimming,200m individual medley,Gold,Women
Katinka Hossz,Hungary,HUN,Summer,2016,Rio de Janeiro,Swimming,400m individual medley,Gold,Women
"Charles ""Charlie"" Houchin",United States,USA,Summer,2012,London,Swimming,4x200m freestyle relay,Gold,Men
Glen Clifford Housman,Australia,AUS,Summer,1992,Barcelona,Swimming,1500m freestyle,Silver,Men
Paul Anthony Howe,Great Britain,GBR,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Bronze,Men
"Richard John ""Dick"" Howell",United States,USA,Summer,1924,Paris,Swimming,4x200m freestyle relay,Gold,Men
Yuriy Petrovych Hromak,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x100m medley relay,Bronze,Men
Huang Xiaomin,China,CHN,Summer,1988,Seoul,Swimming,200m breaststroke,Silver,Women
Philip Hubble,Great Britain,GBR,Summer,1980,Moskva,Swimming,200m butterfly,Silver,Men
"Joseph Bernard ""Joe"" Hudepohl",United States,USA,Summer,1992,Barcelona,Swimming,4x100m freestyle relay,Gold,Men
"Joseph Bernard ""Joe"" Hudepohl",United States,USA,Summer,1992,Barcelona,Swimming,4x200m freestyle relay,Bronze,Men
"Joseph Bernard ""Joe"" Hudepohl",United States,USA,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Gold,Men
"Geoffrey Andrew ""Geoff"" Huegill",Australia,AUS,Summer,2000,Sydney,Swimming,100m butterfly,Bronze,Men
"Geoffrey Andrew ""Geoff"" Huegill",Australia,AUS,Summer,2000,Sydney,Swimming,4x100m medley relay,Silver,Men
Edna Tildesley Hughes (-Redwood),Great Britain,GBR,Summer,1932,Los Angeles,Swimming,4x100m freestyle relay,Bronze,Women
Sarina Hlsenbeck (-Fischer),East Germany,GDR,Summer,1980,Moskva,Swimming,4x100m freestyle relay,Gold,Women
Sarina Hlsenbeck (-Fischer),East Germany,GDR,Summer,1980,Moskva,Swimming,4x100m medley relay,Gold,Women
Daniela Hunger,East Germany,GDR,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Gold,Women
Daniela Hunger,East Germany,GDR,Summer,1988,Seoul,Swimming,200m individual medley,Gold,Women
Daniela Hunger,East Germany,GDR,Summer,1988,Seoul,Swimming,400m individual medley,Bronze,Women
Daniela Hunger,Germany,GER,Summer,1992,Barcelona,Swimming,4x100m freestyle relay,Bronze,Women
Daniela Hunger,Germany,GER,Summer,1992,Barcelona,Swimming,200m individual medley,Bronze,Women
Daniela Hunger,Germany,GER,Summer,1992,Barcelona,Swimming,4x100m medley relay,Silver,Women
Heike Hustede-Nagel,West Germany,FRG,Summer,1968,Mexico City,Swimming,4x100m medley relay,Bronze,Women
"Kenneth Arthur ""Ken"" Huszagh",United States,USA,Summer,1912,Stockholm,Swimming,100m freestyle,Bronze,Men
"Kenneth Arthur ""Ken"" Huszagh",United States,USA,Summer,1912,Stockholm,Swimming,4x200m freestyle relay,Silver,Men
"Charles George Hutter, Jr.",United States,USA,Summer,1936,Berlin,Swimming,4x200m freestyle relay,Silver,Men
Ralph Hutton,Canada,CAN,Summer,1968,Mexico City,Swimming,400m freestyle,Silver,Men
Ragnhild Tove Hveger (-Andersen),Denmark,DEN,Summer,1936,Berlin,Swimming,400m freestyle,Silver,Women
Misty Dawn Marie Hyman,United States,USA,Summer,2000,Sydney,Swimming,200m butterfly,Gold,Women
"Larissa Dmitriyevna ""Lara"" Ilchenko",Russia,RUS,Summer,2008,Beijing,Swimming,10 kilom open water,Gold,Women
Gary Steven Ilman,United States,USA,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Gold,Men
Gary Steven Ilman,United States,USA,Summer,1964,Tokyo,Swimming,4x200m freestyle relay,Gold,Men
Leonid Georgiyevich Ilyichov,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Silver,Men
Leonid Georgiyevich Ilyichov,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x200m freestyle relay,Bronze,Men
