Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
"Madeline Jane ""Maya"" Dirado",United States,USA,Summer,2016,Rio De Janeiro,Swimming,200M Individual Medley,Bronze,Women
"Madeline Jane ""Maya"" Dirado",United States,USA,Summer,2016,Rio De Janeiro,Swimming,400M Individual Medley,Silver,Women
Tommaso D'Orsogna,Australia,AUS,Summer,2012,London,Swimming,4X100M Medley Relay,Bronze,Men
Peter John Doak,Australia,AUS,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Bronze,Men
Susan Elizabeth Doerr,United States,USA,Summer,1960,Roma,Swimming,4X100M Freestyle Relay,Gold,Women
"Thomas Fitzgerald ""Tom"" Dolan",United States,USA,Summer,1996,Atlanta,Swimming,400M Individual Medley,Gold,Men
"Thomas Fitzgerald ""Tom"" Dolan",United States,USA,Summer,2000,Sydney,Swimming,200M Individual Medley,Silver,Men
"Thomas Fitzgerald ""Tom"" Dolan",United States,USA,Summer,2000,Sydney,Swimming,400M Individual Medley,Gold,Men
Volodymyr Henrikhovych Dolhov,Soviet Union,URS,Summer,1980,Moskva,Swimming,100M Backstroke,Bronze,Men
Claire Christine Donahue,United States,USA,Summer,2012,London,Swimming,4X100M Medley Relay,Gold,Women
"Euphrasia Louise ""Fraze"" Donnelly (-Bungard, -Berlin)",United States,USA,Summer,1924,Paris,Swimming,4X100M Freestyle Relay,Gold,Women
Frank Martin Dooley,United States,USA,Summer,1952,Helsinki,Swimming,4X200M Freestyle Relay,Gold,Men
Jana Drries,Germany,GER,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Silver,Women
Manuel Dos Santos Filho,Brazil,BRA,Summer,1960,Roma,Swimming,100M Freestyle,Bronze,Men
Gordon Hunter Downie,Great Britain,GBR,Summer,1976,Montreal,Swimming,4X200M Freestyle Relay,Bronze,Men
Duje Draganja,Croatia,CRO,Summer,2004,Athina,Swimming,50M Freestyle,Silver,Men
Caeleb Remel Dressel,United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X100M Freestyle Relay,Gold,Men
Caeleb Remel Dressel,United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X100M Medley Relay,Gold,Men
"Waltraud ""Wally"" Dressel (-Stolberg)",Germany,GER,Summer,1912,Stockholm,Swimming,4X100M Freestyle Relay,Silver,Women
Steffen Driesen,Germany,GER,Summer,2004,Athina,Swimming,4X100M Medley Relay,Silver,Men
Dimitrios Drivas,Greece,GRE,Summer,1896,Athina,Swimming,100M Freestyle For Sailors,Bronze,Men
Johannes Drost,Netherlands,NED,Summer,1900,Paris,Swimming,200M Backstroke,Bronze,Men
Hugues Duboscq,France,FRA,Summer,2004,Athina,Swimming,100M Breaststroke,Bronze,Men
Hugues Duboscq,France,FRA,Summer,2008,Beijing,Swimming,100M Breaststroke,Bronze,Men
Hugues Duboscq,France,FRA,Summer,2008,Beijing,Swimming,200M Breaststroke,Bronze,Men
Konstantin Dubrovin,Germany,GER,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Bronze,Men
"William Henry Dudley, Iii",United States,USA,Summer,1948,London,Swimming,4X200M Freestyle Relay,Gold,Men
"Virginia Ruth ""Ginny"" Duenkel",United States,USA,Summer,1964,Tokyo,Swimming,400M Freestyle,Gold,Women
"Virginia Ruth ""Ginny"" Duenkel",United States,USA,Summer,1964,Tokyo,Swimming,100M Backstroke,Bronze,Women
Keltie Mayken Duggan (-Graboski),Canada,CAN,Summer,1988,Seoul,Swimming,4X100M Medley Relay,Bronze,Women
David Michael Dunne,Great Britain,GBR,Summer,1976,Montreal,Swimming,4X200M Freestyle Relay,Bronze,Men
"Sarah Frances ""Fanny"" Durack (-Gately)",Australasia,ANZ,Summer,1912,Stockholm,Swimming,100M Freestyle,Gold,Women
"Nathaniel James ""Nate"" Dusing",United States,USA,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Silver,Men
"Nathaniel James ""Nate"" Dusing",United States,USA,Summer,2004,Athina,Swimming,4X100M Freestyle Relay,Bronze,Men
Conor James Dwyer,United States,USA,Summer,2012,London,Swimming,4X200M Freestyle Relay,Gold,Men
Conor James Dwyer,United States,USA,Summer,2016,Rio De Janeiro,Swimming,200M Freestyle,Bronze,Men
Conor James Dwyer,United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Gold,Men
Paul Robert Easter,Great Britain,GBR,Summer,1984,Los Angeles,Swimming,4X200M Freestyle Relay,Bronze,Men
"Verena ""Vreni"" Eberle",West Germany,FRG,Summer,1972,Munich,Swimming,4X100M Medley Relay,Bronze,Women
"Gertrude Caroline ""Trudy"" Ederle",United States,USA,Summer,1924,Paris,Swimming,100M Freestyle,Bronze,Women
"Gertrude Caroline ""Trudy"" Ederle",United States,USA,Summer,1924,Paris,Swimming,400M Freestyle,Bronze,Women
"Gertrude Caroline ""Trudy"" Ederle",United States,USA,Summer,1924,Paris,Swimming,4X100M Freestyle Relay,Gold,Women
"David Holmes ""Dave"" Edgar",United States,USA,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Gold,Men
Margaret Edwards (-Wilding),Great Britain,GBR,Summer,1956,Melbourne,Swimming,100M Backstroke,Bronze,Women
Krisztina Egerszegi,Hungary,HUN,Summer,1988,Seoul,Swimming,100M Backstroke,Silver,Women
Krisztina Egerszegi,Hungary,HUN,Summer,1988,Seoul,Swimming,200M Backstroke,Gold,Women
Krisztina Egerszegi,Hungary,HUN,Summer,1992,Barcelona,Swimming,100M Backstroke,Gold,Women
Krisztina Egerszegi,Hungary,HUN,Summer,1992,Barcelona,Swimming,200M Backstroke,Gold,Women
Krisztina Egerszegi,Hungary,HUN,Summer,1992,Barcelona,Swimming,400M Individual Medley,Gold,Women
Krisztina Egerszegi,Hungary,HUN,Summer,1996,Atlanta,Swimming,200M Backstroke,Gold,Women
Krisztina Egerszegi,Hungary,HUN,Summer,1996,Atlanta,Swimming,400M Individual Medley,Bronze,Women
Naito Ehara,Japan,JPN,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Bronze,Men
Sylvia Eichner,East Germany,GDR,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Silver,Women
Andrea Eife (-Gemsleben),East Germany,GDR,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Silver,Women
"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",United States,USA,Summer,1964,Tokyo,Swimming,100M Freestyle,Bronze,Women
"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",United States,USA,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Gold,Women
"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",United States,USA,Summer,1964,Tokyo,Swimming,100M Butterfly,Bronze,Women
"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",United States,USA,Summer,1964,Tokyo,Swimming,4X100M Medley Relay,Gold,Women
Brittany Joyce Elmslie,Australia,AUS,Summer,2012,London,Swimming,4X100M Freestyle Relay,Gold,Women
Brittany Joyce Elmslie,Australia,AUS,Summer,2012,London,Swimming,4X200M Freestyle Relay,Silver,Women
Brittany Joyce Elmslie,Australia,AUS,Summer,2012,London,Swimming,4X100M Medley Relay,Silver,Women
Brittany Joyce Elmslie,Australia,AUS,Summer,2016,Rio De Janeiro,Swimming,4X100M Freestyle Relay,Gold,Women
Brittany Joyce Elmslie,Australia,AUS,Summer,2016,Rio De Janeiro,Swimming,4X100M Medley Relay,Silver,Women
Aldo Eminente,France,FRA,Summer,1952,Helsinki,Swimming,4X200M Freestyle Relay,Bronze,Men
"Kornelia Ender (-Matthes, -Grummt)",East Germany,GDR,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Silver,Women
"Kornelia Ender (-Matthes, -Grummt)",East Germany,GDR,Summer,1972,Munich,Swimming,200M Individual Medley,Silver,Women
"Kornelia Ender (-Matthes, -Grummt)",East Germany,GDR,Summer,1972,Munich,Swimming,4X100M Medley Relay,Silver,Women
"Kornelia Ender (-Matthes, -Grummt)",East Germany,GDR,Summer,1976,Montreal,Swimming,100M Freestyle,Gold,Women
"Kornelia Ender (-Matthes, -Grummt)",East Germany,GDR,Summer,1976,Montreal,Swimming,200M Freestyle,Gold,Women
"Kornelia Ender (-Matthes, -Grummt)",East Germany,GDR,Summer,1976,Montreal,Swimming,4X100M Freestyle Relay,Silver,Women
"Kornelia Ender (-Matthes, -Grummt)",East Germany,GDR,Summer,1976,Montreal,Swimming,100M Butterfly,Gold,Women
"Kornelia Ender (-Matthes, -Grummt)",East Germany,GDR,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Gold,Women
Berith Agneta Eriksson,Sweden,SWE,Summer,1980,Moskva,Swimming,4X100M Freestyle Relay,Silver,Women
Anthony Lee Ervin,United States,USA,Summer,2000,Sydney,Swimming,50M Freestyle,Gold,Men
Anthony Lee Ervin,United States,USA,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Silver,Men
Anthony Lee Ervin,United States,USA,Summer,2016,Rio De Janeiro,Swimming,50M Freestyle,Gold,Men
Anthony Lee Ervin,United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X100M Freestyle Relay,Gold,Men
Franck Simon Esposito,France,FRA,Summer,1992,Barcelona,Swimming,200M Butterfly,Bronze,Men
Ophlie-Cyrielle Etienne,France,FRA,Summer,2012,London,Swimming,4X200M Freestyle Relay,Bronze,Women
Blair Catherine Evans,Australia,AUS,Summer,2012,London,Swimming,4X200M Freestyle Relay,Silver,Women
"Clayton T. ""Clay"" Evans",Canada,CAN,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Silver,Men
Gwynne Evans,Missouri Athletic Club,USA,Summer,1904,St. Louis,Swimming,4 X 50M Yard Freestyle Relay,Bronze,Men
Janet Beth Evans,United States,USA,Summer,1988,Seoul,Swimming,400M Freestyle,Gold,Women
Janet Beth Evans,United States,USA,Summer,1988,Seoul,Swimming,800M Freestyle,Gold,Women
Janet Beth Evans,United States,USA,Summer,1988,Seoul,Swimming,400M Individual Medley,Gold,Women
Janet Beth Evans,United States,USA,Summer,1992,Barcelona,Swimming,400M Freestyle,Silver,Women
Janet Beth Evans,United States,USA,Summer,1992,Barcelona,Swimming,800M Freestyle,Gold,Women
Peter Maxwell Evans,Australia,AUS,Summer,1980,Moskva,Swimming,100M Breaststroke,Bronze,Men
Peter Maxwell Evans,Australia,AUS,Summer,1980,Moskva,Swimming,4X100M Medley Relay,Gold,Men
Peter Maxwell Evans,Australia,AUS,Summer,1984,Los Angeles,Swimming,100M Breaststroke,Bronze,Men
Peter Maxwell Evans,Australia,AUS,Summer,1984,Los Angeles,Swimming,4X100M Medley Relay,Bronze,Men
Ruth Rhonda Everuss,Australia,AUS,Summer,1960,Roma,Swimming,4X100M Freestyle Relay,Silver,Women
"Hulda Gunhild Axelina ""Gulli"" Ewerlund (-Andersson)",Sweden,SWE,Summer,1924,Paris,Swimming,4X100M Freestyle Relay,Bronze,Women
Otto Fahr,Germany,GER,Summer,1912,Stockholm,Swimming,100M Backstroke,Silver,Men
Thomas Fahrner,West Germany,FRG,Summer,1984,Los Angeles,Swimming,200M Freestyle,Bronze,Men
Thomas Fahrner,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4X200M Freestyle Relay,Silver,Men
Thomas Fahrner,West Germany,FRG,Summer,1988,Seoul,Swimming,4X200M Freestyle Relay,Bronze,Men
David William Fairbank,United States,USA,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Gold,Men
David William Fairbank,United States,USA,Summer,1972,Munich,Swimming,4X100M Medley Relay,Gold,Men
Rodolfo Antonio Falcn Cabrera,Cuba,CUB,Summer,1996,Atlanta,Swimming,100M Backstroke,Silver,Men
"Felix Jeffrey ""Jeff"" Farrell",United States,USA,Summer,1960,Roma,Swimming,4X200M Freestyle Relay,Gold,Men
"Felix Jeffrey ""Jeff"" Farrell",United States,USA,Summer,1960,Roma,Swimming,4X100M Medley Relay,Gold,Men
Margaux Farrell,France,FRA,Summer,2012,London,Swimming,4X200M Freestyle Relay,Bronze,Women
"Gregory John ""Greg"" Fasala",Australia,AUS,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Silver,Men
Hans-Joachim Fanacht,West Germany,FRG,Summer,1972,Munich,Swimming,4X200M Freestyle Relay,Silver,Men
Aleksandr Olegovich Fedorovsky,Soviet Union,URS,Summer,1980,Moskva,Swimming,4X100M Medley Relay,Silver,Men
"James ""Jimmy"" Feigen",United States,USA,Summer,2012,London,Swimming,4X100M Freestyle Relay,Silver,Men
"James ""Jimmy"" Feigen",United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X100M Freestyle Relay,Gold,Men
Cathy Jane Ferguson (-Brennan),United States,USA,Summer,1964,Tokyo,Swimming,100M Backstroke,Gold,Women
Cathy Jane Ferguson (-Brennan),United States,USA,Summer,1964,Tokyo,Swimming,4X100M Medley Relay,Gold,Women
Lyndon Ferns,South Africa,RSA,Summer,2004,Athina,Swimming,4X100M Freestyle Relay,Gold,Men
John Edward Ferris,United States,USA,Summer,1968,Mexico City,Swimming,200M Butterfly,Bronze,Men
John Edward Ferris,United States,USA,Summer,1968,Mexico City,Swimming,200M Individual Medley,Bronze,Men
Serhiy Leonidovych Fesenko,Soviet Union,URS,Summer,1980,Moskva,Swimming,200M Butterfly,Gold,Men
Serhiy Leonidovych Fesenko,Soviet Union,URS,Summer,1980,Moskva,Swimming,400M Individual Medley,Silver,Men
Sergey Vasilyevich Fesikov,Russia,RUS,Summer,2012,London,Swimming,4X100M Freestyle Relay,Bronze,Men
"Nicholas David ""Nick"" Ffrost",Australia,AUS,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Bronze,Men
Solenne Nadge Figus (-Saint Marie),France,FRA,Summer,2004,Athina,Swimming,200M Freestyle,Bronze,Women
Alessia Filippi,Italy,ITA,Summer,2008,Beijing,Swimming,800M Freestyle,Silver,Women
Sharon Evans Finneran (-Rittenhouse),United States,USA,Summer,1964,Tokyo,Swimming,400M Individual Medley,Silver,Women
Domenico Fioravanti,Italy,ITA,Summer,2000,Sydney,Swimming,100M Breaststroke,Gold,Men
Domenico Fioravanti,Italy,ITA,Summer,2000,Sydney,Swimming,200M Breaststroke,Gold,Men
Erik J. Fish,Canada,CAN,Summer,1972,Munich,Swimming,4X100M Medley Relay,Bronze,Men
George Robert Fissler,United States,USA,Summer,1932,Los Angeles,Swimming,4X200M Freestyle Relay,Silver,Men
Ralph Drew Flanagan,United States,USA,Summer,1936,Berlin,Swimming,4X200M Freestyle Relay,Silver,Men
Thomas Flemming,East Germany,GDR,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Bronze,Men
Thomas Flemming,East Germany,GDR,Summer,1988,Seoul,Swimming,4X200M Freestyle Relay,Silver,Men
Jennie Fletcher (-Hyslop),Great Britain,GBR,Summer,1912,Stockholm,Swimming,100M Freestyle,Bronze,Women
Jennie Fletcher (-Hyslop),Great Britain,GBR,Summer,1912,Stockholm,Swimming,4X100M Freestyle Relay,Gold,Women
"Jeffrey James ""Jeff"" Float",United States,USA,Summer,1984,Los Angeles,Swimming,4X200M Freestyle Relay,Gold,Men
Hartmut Flckner,East Germany,GDR,Summer,1972,Munich,Swimming,4X100M Medley Relay,Silver,Men
Rzvan Ionu Florea,Romania,ROU,Summer,2004,Athina,Swimming,200M Backstroke,Bronze,Men
Lelei Alofa Fonoimoana (-Moore),United States,USA,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Silver,Women
Alan Robert Ford,United States,USA,Summer,1948,London,Swimming,100M Freestyle,Silver,Men
Michelle Jan Ford (-Eriksson),Australia,AUS,Summer,1980,Moskva,Swimming,800M Freestyle,Gold,Women
Michelle Jan Ford (-Eriksson),Australia,AUS,Summer,1980,Moskva,Swimming,200M Butterfly,Bronze,Women
"William Ronald ""Bill"" Forrester, Jr.",United States,USA,Summer,1976,Montreal,Swimming,200M Butterfly,Bronze,Men
"William ""Willie"" Foster",Great Britain,GBR,Summer,1908,London,Swimming,4X200M Freestyle Relay,Gold,Men
"William ""Willie"" Foster",Great Britain,GBR,Summer,1912,Stockholm,Swimming,4X200M Freestyle Relay,Bronze,Men
Catherine Mai-Lan Fox,United States,USA,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Gold,Women
Catherine Mai-Lan Fox,United States,USA,Summer,1996,Atlanta,Swimming,4X100M Medley Relay,Gold,Women
David Ashley Fox,United States,USA,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Gold,Men
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2012,London,Swimming,4X100M Freestyle Relay,Bronze,Women
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2012,London,Swimming,4X200M Freestyle Relay,Gold,Women
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2012,London,Swimming,100M Backstroke,Gold,Women
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2012,London,Swimming,200M Backstroke,Gold,Women
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2012,London,Swimming,4X100M Medley Relay,Gold,Women
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Gold,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1956,Melbourne,Swimming,100M Freestyle,Gold,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1956,Melbourne,Swimming,400M Freestyle,Silver,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1956,Melbourne,Swimming,4X100M Freestyle Relay,Gold,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1960,Roma,Swimming,100M Freestyle,Gold,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1960,Roma,Swimming,4X100M Freestyle Relay,Silver,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1960,Roma,Swimming,4X100M Medley Relay,Silver,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1964,Tokyo,Swimming,100M Freestyle,Gold,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Silver,Women
Elizabeth Fraser (-Walker),Australia,AUS,Summer,1956,Melbourne,Swimming,4X100M Freestyle Relay,Gold,Women
Mavis Anne Freeman,United States,USA,Summer,1936,Berlin,Swimming,4X100M Freestyle Relay,Bronze,Women
Meike Freitag,Germany,GER,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Bronze,Women
Meike Freitag,Germany,GER,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Silver,Women
Meike Freitag,Germany,GER,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Bronze,Women
Antoaneta Nikolova Frenkeva,Bulgaria,BUL,Summer,1988,Seoul,Swimming,100M Breaststroke,Silver,Women
Antoaneta Nikolova Frenkeva,Bulgaria,BUL,Summer,1988,Seoul,Swimming,200M Breaststroke,Bronze,Women
Heike Friedrich,East Germany,GDR,Summer,1988,Seoul,Swimming,200M Freestyle,Gold,Women
Heike Friedrich,East Germany,GDR,Summer,1988,Seoul,Swimming,400M Freestyle,Silver,Women
Heike Friedrich,East Germany,GDR,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Gold,Women
Lotte Friis,Denmark,DEN,Summer,2008,Beijing,Swimming,800M Freestyle,Bronze,Women
Lars Arne Frlander,Sweden,SWE,Summer,1992,Barcelona,Swimming,4X200M Freestyle Relay,Silver,Men
Lars Arne Frlander,Sweden,SWE,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Silver,Men
Lars Arne Frlander,Sweden,SWE,Summer,2000,Sydney,Swimming,100M Butterfly,Gold,Men
Uta Frommater,West Germany,FRG,Summer,1968,Mexico City,Swimming,4X100M Medley Relay,Bronze,Women
Fu Yuanhui,China,CHN,Summer,2016,Rio De Janeiro,Swimming,100M Backstroke,Bronze,Women
Brbel Fuhrmann (-Von Fircks),Germany,GER,Summer,1960,Roma,Swimming,4X100M Medley Relay,Bronze,Women
Takuro Fujii,Japan,JPN,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Bronze,Men
Takuro Fujii,Japan,JPN,Summer,2012,London,Swimming,4X100M Medley Relay,Silver,Men
Tatsuo Fujimoto,Japan,JPN,Summer,1960,Roma,Swimming,4X200M Freestyle Relay,Silver,Men
Makoto Fukui,Japan,JPN,Summer,1960,Roma,Swimming,4X200M Freestyle Relay,Silver,Men
Makoto Fukui,Japan,JPN,Summer,1964,Tokyo,Swimming,4X200M Freestyle Relay,Bronze,Men
Bruce Macfarlane Furniss,United States,USA,Summer,1976,Montreal,Swimming,200M Freestyle,Gold,Men
Bruce Macfarlane Furniss,United States,USA,Summer,1976,Montreal,Swimming,4X200M Freestyle Relay,Gold,Men
"Steven Charles ""Steve"" Furniss",United States,USA,Summer,1972,Munich,Swimming,200M Individual Medley,Bronze,Men
Masaru Furukawa,Japan,JPN,Summer,1956,Melbourne,Swimming,200M Breaststroke,Gold,Men
"Christopher John ""Chris"" Fydler",Australia,AUS,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Gold,Men
"Geoffrey Steven ""Geoff"" Gaberino",United States,USA,Summer,1984,Los Angeles,Swimming,4X200M Freestyle Relay,Gold,Men
"Francis ""Frank"" Gailey",Australia,AUS,Summer,1904,St. Louis,Swimming,220M Yard Freestyle,Silver,Men
"Francis ""Frank"" Gailey",Australia,AUS,Summer,1904,St. Louis,Swimming,440M Yard Freestyle,Silver,Men
"Francis ""Frank"" Gailey",Australia,AUS,Summer,1904,St. Louis,Swimming,880M Yard Freestyle,Silver,Men
"Francis ""Frank"" Gailey",Australia,AUS,Summer,1904,St. Louis,Swimming,One Mile Freestyle,Bronze,Men
"Ambrose ""Rowdy"" Gaines, Iv",United States,USA,Summer,1984,Los Angeles,Swimming,100M Freestyle,Gold,Men
"Ambrose ""Rowdy"" Gaines, Iv",United States,USA,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Gold,Men
"Ambrose ""Rowdy"" Gaines, Iv",United States,USA,Summer,1984,Los Angeles,Swimming,4X100M Medley Relay,Gold,Men
Felicity Madeline Galvez,Australia,AUS,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Gold,Women
Felicity Madeline Galvez,Australia,AUS,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Gold,Women
Mark Daniel Gangloff,United States,USA,Summer,2004,Athina,Swimming,4X100M Medley Relay,Gold,Men
Mark Daniel Gangloff,United States,USA,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Gold,Men
Nancy Ellen Garapick,Canada,CAN,Summer,1976,Montreal,Swimming,100M Backstroke,Bronze,Women
Nancy Ellen Garapick,Canada,CAN,Summer,1976,Montreal,Swimming,200M Backstroke,Bronze,Women
Eleanor Agnes Garatti-Saville,United States,USA,Summer,1928,Amsterdam,Swimming,100M Freestyle,Silver,Women
Eleanor Agnes Garatti-Saville,United States,USA,Summer,1928,Amsterdam,Swimming,4X100M Freestyle Relay,Gold,Women
Eleanor Agnes Garatti-Saville,United States,USA,Summer,1932,Los Angeles,Swimming,100M Freestyle,Bronze,Women
Eleanor Agnes Garatti-Saville,United States,USA,Summer,1932,Los Angeles,Swimming,4X100M Freestyle Relay,Gold,Women
Murray Garretty,Australia,AUS,Summer,1956,Melbourne,Swimming,4X200M Freestyle Relay,Gold,Men
"Terrence Steven ""Terry"" Gathercole",Australia,AUS,Summer,1960,Roma,Swimming,4X100M Medley Relay,Silver,Men
Ines Geiler (-Kaulfuss),East Germany,GDR,Summer,1980,Moskva,Swimming,200M Butterfly,Gold,Women
Martha Ludowika Genenger (-Engfeld),Germany,GER,Summer,1936,Berlin,Swimming,200M Breaststroke,Silver,Women
"Robert Steven ""Steve"" Genter",United States,USA,Summer,1972,Munich,Swimming,200M Freestyle,Silver,Men
"Robert Steven ""Steve"" Genter",United States,USA,Summer,1972,Munich,Swimming,400M Freestyle,Silver,Men
